episode,Success,Replay Memory,total numsteps,level
4406,0,108252,331326,1
4407,0,108266,331340,1
4408,1,108289,331363,1
4409,0,108545,331619,1
4410,0,108790,331864,1
4411,0,108813,331887,1
4412,0,108832,331906,1
4413,0,108845,331919,1
4414,0,108872,331946,1
4415,0,109128,332202,1
4416,0,109149,332223,1
4417,0,109167,332241,1
4418,0,109186,332260,1
4419,0,109203,332277,1
4420,1,109216,332290,1
4421,0,109472,332546,1
4422,0,109490,332564,1
4423,0,109513,332587,1
4424,0,109535,332609,1
4425,0,109551,332625,1
4426,0,109567,332641,1
4427,0,109589,332663,1
4428,0,109845,332919,1
4429,0,110101,333175,1
4430,0,110357,333431,1
4431,0,110372,333446,1
4432,1,110384,333458,1
4433,0,110403,333477,1
4434,0,110423,333497,1
4435,0,110679,333753,1
4436,1,110694,333768,1
4437,0,110950,334024,1
4438,0,111206,334280,1
4439,1,111218,334292,1
4440,0,111474,334548,1
4441,1,111621,334695,1
4442,0,111638,334712,1
4443,0,111655,334729,1
4444,0,111682,334756,1
4445,0,111704,334778,1
4446,0,111724,334798,1
4447,0,111745,334819,1
4448,1,111758,334832,1
4449,1,111771,334845,1
4450,0,111792,334866,1
4451,1,111798,334872,1
4452,0,111821,334895,1
4453,0,111842,334916,1
4454,0,111859,334933,1
4455,0,111883,334957,1
4456,0,112139,335213,1
4457,1,112286,335360,1
4458,0,112542,335616,1
4459,0,112559,335633,1
4460,0,112588,335662,1
4461,0,112615,335689,1
4462,1,112626,335700,1
4463,1,112641,335715,1
4464,0,112897,335971,1
4465,0,113153,336227,1
4466,0,113409,336483,1
4467,1,113419,336493,1
4468,1,113435,336509,1
4469,1,113451,336525,1
4470,0,113466,336540,1
4471,1,113487,336561,1
4472,0,113516,336590,1
4473,0,113772,336846,1
4474,0,113786,336860,1
4475,1,113800,336874,1
4476,0,114056,337130,1
4477,0,114079,337153,1
4478,0,114093,337167,1
4479,0,114108,337182,1
4480,0,114138,337212,1
4481,0,114174,337248,1
4482,1,114187,337261,1
4483,0,114202,337276,1
4484,0,114224,337298,1
4485,1,114241,337315,1
4486,0,114257,337331,1
4487,1,114269,337343,1
4488,1,114278,337352,1
4489,0,114534,337608,1
4490,0,114550,337624,1
4491,0,114568,337642,1
4492,1,114586,337660,1
4493,0,114613,337687,1
4494,0,114629,337703,1
4495,0,114646,337720,1
4496,1,114655,337729,1
4497,0,114677,337751,1
4498,0,114693,337767,1
4499,0,114756,337830,1
4500,1,114760,337834,1
4501,0,114779,337853,1
4502,0,114795,337869,1
4503,1,114807,337881,1
4504,0,115063,338137,1
4505,1,115073,338147,1
4506,1,115093,338167,1
4507,0,115108,338182,1
4508,0,115156,338230,1
4509,0,115412,338486,1
4510,0,115435,338509,1
4511,1,115445,338519,1
4512,0,115701,338775,1
4513,1,115715,338789,1
4514,1,115736,338810,1
4515,1,115746,338820,1
4516,1,115760,338834,1
4517,0,115774,338848,1
4518,0,115788,338862,1
4519,1,115833,338907,1
4520,0,115866,338940,1
4521,0,116122,339196,1
4522,1,116133,339207,1
4523,1,116158,339232,1
4524,0,116414,339488,1
4525,0,116670,339744,1
4526,1,116683,339757,1
4527,1,116696,339770,1
4528,0,116712,339786,1
4529,0,116732,339806,1
4530,0,116988,340062,1
4531,0,117006,340080,1
4532,0,117262,340336,1
4533,0,117518,340592,1
4534,0,117774,340848,1
4535,1,117792,340866,1
4536,0,117806,340880,1
4537,1,117846,340920,1
4538,1,117871,340945,1
4539,0,117886,340960,1
4540,0,118142,341216,1
4541,0,118168,341242,1
4542,0,118196,341270,1
4543,0,118452,341526,1
4544,1,118640,341714,1
4545,1,118653,341727,1
4546,0,118909,341983,1
4547,0,118924,341998,1
4548,0,118978,342052,1
4549,0,119234,342308,1
4550,0,119251,342325,1
4551,0,119507,342581,1
4552,0,119540,342614,1
4553,0,119578,342652,1
4554,0,119592,342666,1
4555,0,119608,342682,1
4556,1,119628,342702,1
4557,0,119884,342958,1
4558,0,119901,342975,1
4559,1,119913,342987,1
4560,0,119928,343002,1
4561,0,120184,343258,1
4562,0,120440,343514,1
4563,1,120449,343523,1
4564,1,120461,343535,1
4565,0,120717,343791,1
4566,1,120730,343804,1
4567,0,120862,343936,1
4568,1,120876,343950,1
4569,0,121132,344206,1
4570,1,121143,344217,1
4571,1,121165,344239,1
4572,0,121421,344495,1
4573,0,121437,344511,1
4574,1,121483,344557,1
4575,1,121496,344570,1
4576,0,121524,344598,1
4577,0,121780,344854,1
4578,0,122036,345110,1
4579,0,122051,345125,1
4580,1,122129,345203,1
4581,1,122143,345217,1
4582,1,122153,345227,1
4583,0,122170,345244,1
4584,0,122426,345500,1
4585,1,122434,345508,1
4586,0,122450,345524,1
4587,0,122464,345538,1
4588,1,122482,345556,1
4589,1,122498,345572,1
4590,1,122508,345582,1
4591,0,122764,345838,1
4592,0,123020,346094,1
4593,0,123037,346111,1
4594,1,123050,346124,1
4595,0,123070,346144,1
4596,1,123083,346157,1
4597,1,123097,346171,1
4598,0,123353,346427,1
4599,0,123609,346683,1
4600,0,123865,346939,1
4601,1,123888,346962,1
4602,0,123903,346977,1
4603,1,123913,346987,1
4604,1,123923,346997,1
4605,0,123939,347013,1
4606,0,123959,347033,1
4607,0,123975,347049,1
4608,0,123996,347070,1
4609,0,124252,347326,1
4610,0,124508,347582,1
4611,1,124516,347590,1
4612,1,124518,347592,1
4613,0,124774,347848,1
4614,1,124810,347884,1
4615,0,125066,348140,1
4616,1,125085,348159,1
4617,0,125171,348245,1
4618,1,125177,348251,1
4619,0,125197,348271,1
4620,1,125207,348281,1
4621,1,125216,348290,1
4622,1,125227,348301,1
4623,0,125242,348316,1
4624,0,125498,348572,1
4625,1,125512,348586,1
4626,0,125768,348842,1
4627,0,125783,348857,1
4628,0,126039,349113,1
4629,0,126056,349130,1
4630,1,126063,349137,1
4631,0,126083,349157,1
4632,0,126133,349207,1
4633,0,126165,349239,1
4634,0,126181,349255,1
4635,0,126209,349283,1
4636,1,126220,349294,1
4637,0,126237,349311,1
4638,0,126493,349567,1
4639,0,126749,349823,1
4640,1,126757,349831,1
4641,0,127013,350087,1
4642,0,127036,350110,1
4643,1,127047,350121,1
4644,1,127061,350135,1
4645,0,127080,350154,1
4646,0,127113,350187,1
4647,0,127369,350443,1
4648,0,127384,350458,1
4649,0,127640,350714,1
4650,0,127654,350728,1
4651,1,127660,350734,1
4652,0,127680,350754,1
4653,0,127697,350771,1
4654,0,127953,351027,1
4655,0,127968,351042,1
4656,0,128224,351298,1
4657,0,128240,351314,1
4658,0,128496,351570,1
4659,1,128508,351582,1
4660,0,128764,351838,1
4661,1,128776,351850,1
4662,1,128824,351898,1
4663,0,129080,352154,1
4664,0,129119,352193,1
4665,0,129134,352208,1
4666,1,129140,352214,1
4667,0,129154,352228,1
4668,1,129163,352237,1
4669,0,129186,352260,1
4670,0,129203,352277,1
4671,1,129262,352336,1
4672,0,129284,352358,1
4673,0,129298,352372,1
4674,1,129392,352466,1
4675,0,129648,352722,1
4676,0,129904,352978,1
4677,0,130160,353234,1
4678,0,130184,353258,1
4679,0,130226,353300,1
4680,0,130482,353556,1
4681,1,130501,353575,1
4682,0,130519,353593,1
4683,1,130533,353607,1
4684,1,130554,353628,1
4685,0,130576,353650,1
4686,1,130588,353662,1
4687,0,130611,353685,1
4688,1,130642,353716,1
4689,0,130660,353734,1
4690,0,130677,353751,1
4691,0,130933,354007,1
4692,0,131189,354263,1
4693,0,131445,354519,1
4694,1,131459,354533,1
4695,1,131493,354567,1
4696,0,131511,354585,1
4697,0,131536,354610,1
4698,0,131792,354866,1
4699,0,131821,354895,1
4700,1,131913,354987,1
4701,0,132169,355243,1
4702,1,132230,355304,1
4703,1,132369,355443,1
4704,0,132625,355699,1
4705,0,132881,355955,1
4706,0,132895,355969,1
4707,0,132919,355993,1
4708,0,133175,356249,1
4709,1,133183,356257,1
4710,0,133439,356513,1
4711,0,133695,356769,1
4712,0,133714,356788,1
4713,1,133768,356842,1
4714,1,133850,356924,1
4715,0,134106,357180,1
4716,1,134111,357185,1
4717,0,134129,357203,1
4718,0,134154,357228,1
4719,1,134312,357386,1
4720,0,134328,357402,1
4721,1,134526,357600,1
4722,0,134560,357634,1
4723,1,134596,357670,1
4724,0,134620,357694,1
4725,1,134650,357724,1
4726,0,134673,357747,1
4727,0,134689,357763,1
4728,1,134741,357815,1
4729,1,134752,357826,1
4730,0,135008,358082,1
4731,0,135264,358338,1
4732,0,135279,358353,1
4733,0,135535,358609,1
4734,0,135556,358630,1
4735,0,135573,358647,1
4736,0,135829,358903,1
4737,1,135832,358906,1
4738,1,135844,358918,1
4739,1,135871,358945,1
4740,0,135889,358963,1
4741,1,135931,359005,1
4742,0,136187,359261,1
4743,0,136204,359278,1
4744,0,136219,359293,1
4745,0,136240,359314,1
4746,0,136255,359329,1
4747,1,136262,359336,1
4748,0,136286,359360,1
4749,0,136304,359378,1
4750,0,136320,359394,1
4751,0,136342,359416,1
4752,1,136356,359430,1
4753,0,136375,359449,1
4754,1,136395,359469,1
4755,1,136423,359497,1
4756,0,136444,359518,1
4757,1,136540,359614,1
4758,0,136796,359870,1
4759,0,136811,359885,1
4760,0,136827,359901,1
4761,1,136837,359911,1
4762,0,136857,359931,1
4763,1,136869,359943,1
4764,1,136878,359952,1
4765,0,137134,360208,1
4766,0,137390,360464,1
4767,0,137431,360505,1
4768,0,137453,360527,1
4769,0,137709,360783,1
4770,1,137744,360818,1
4771,0,138000,361074,1
4772,0,138256,361330,1
4773,0,138512,361586,1
4774,0,138530,361604,1
4775,0,138548,361622,1
4776,0,138564,361638,1
4777,0,138586,361660,1
4778,1,138597,361671,1
4779,0,138853,361927,1
4780,1,138857,361931,1
4781,0,139113,362187,1
4782,0,139369,362443,1
4783,0,139625,362699,1
4784,0,139641,362715,1
4785,1,139651,362725,1
4786,1,139665,362739,1
4787,0,139682,362756,1
4788,0,139938,363012,1
4789,1,139947,363021,1
4790,1,139963,363037,1
4791,1,139996,363070,1
4792,0,140015,363089,1
4793,1,140022,363096,1
4794,0,140039,363113,1
4795,0,140057,363131,1
4796,0,140074,363148,1
4797,0,140099,363173,1
4798,0,140118,363192,1
4799,0,140133,363207,1
4800,1,140150,363224,1
4801,0,140406,363480,1
4802,1,140420,363494,1
4803,0,140441,363515,1
4804,1,140472,363546,1
4805,0,140487,363561,1
4806,0,140743,363817,1
4807,0,140761,363835,1
4808,0,141017,364091,1
4809,1,141108,364182,1
4810,0,141126,364200,1
4811,0,141145,364219,1
4812,0,141401,364475,1
4813,0,141415,364489,1
4814,1,141448,364522,1
4815,1,141467,364541,1
4816,0,141549,364623,1
4817,0,141570,364644,1
4818,0,141826,364900,1
4819,1,141876,364950,1
4820,1,141911,364985,1
4821,1,141923,364997,1
4822,0,141940,365014,1
4823,0,141955,365029,1
4824,0,141972,365046,1
4825,1,141980,365054,1
4826,0,141996,365070,1
4827,0,142252,365326,1
4828,0,142271,365345,1
4829,1,142282,365356,1
4830,0,142538,365612,1
4831,1,142546,365620,1
4832,0,142562,365636,1
4833,0,142818,365892,1
4834,0,142837,365911,1
4835,1,142895,365969,1
4836,0,142913,365987,1
4837,0,143169,366243,1
4838,0,143425,366499,1
4839,0,143443,366517,1
4840,0,143462,366536,1
4841,1,143478,366552,1
4842,0,143734,366808,1
4843,1,143784,366858,1
4844,0,144040,367114,1
4845,0,144296,367370,1
4846,0,144552,367626,1
4847,0,144567,367641,1
4848,0,144586,367660,1
4849,1,144595,367669,1
4850,1,144605,367679,1
4851,1,144615,367689,1
4852,0,144631,367705,1
4853,1,144857,367931,1
4854,0,144878,367952,1
4855,0,144900,367974,1
4856,1,144924,367998,1
4857,1,144948,368022,1
4858,1,145047,368121,1
4859,0,145069,368143,1
4860,0,145093,368167,1
4861,1,145126,368200,1
4862,1,145138,368212,1
4863,0,145156,368230,1
4864,1,145173,368247,1
4865,0,145429,368503,1
4866,1,145447,368521,1
4867,0,145703,368777,1
4868,1,145705,368779,1
4869,1,145716,368790,1
4870,1,145770,368844,1
4871,0,146026,369100,1
4872,1,146069,369143,1
4873,1,146088,369162,1
4874,1,146096,369170,1
4875,1,146108,369182,1
4876,0,146129,369203,1
4877,1,146150,369224,1
4878,0,146406,369480,1
4879,1,146418,369492,1
4880,0,146435,369509,1
4881,0,146468,369542,1
4882,0,146484,369558,1
4883,0,146507,369581,1
4884,0,146524,369598,1
4885,0,146541,369615,1
4886,0,146563,369637,1
4887,1,146581,369655,1
4888,0,146837,369911,1
4889,0,147004,370078,1
4890,0,147019,370093,1
4891,0,147040,370114,1
4892,0,147061,370135,1
4893,0,147076,370150,1
4894,0,147094,370168,1
4895,0,147110,370184,1
4896,0,147366,370440,1
4897,0,147386,370460,1
4898,0,147642,370716,1
4899,1,147682,370756,1
4900,1,147683,370757,1
4901,0,147939,371013,1
4902,0,147958,371032,1
4903,0,148214,371288,1
4904,0,148244,371318,1
4905,0,148260,371334,1
4906,0,148289,371363,1
4907,0,148305,371379,1
4908,0,148320,371394,1
4909,0,148576,371650,1
4910,0,148592,371666,1
4911,0,148848,371922,1
4912,1,148856,371930,1
4913,0,148872,371946,1
4914,0,148903,371977,1
4915,0,148923,371997,1
4916,0,148947,372021,1
4917,1,148954,372028,1
4918,0,149210,372284,1
4919,0,149466,372540,1
4920,0,149722,372796,1
4921,0,149749,372823,1
4922,1,149761,372835,1
4923,0,149788,372862,1
4924,0,150044,373118,1
4925,0,150062,373136,1
4926,1,150080,373154,1
4927,0,150097,373171,1
4928,1,150113,373187,1
4929,1,150334,373408,1
4930,0,150590,373664,1
4931,0,150610,373684,1
4932,0,150866,373940,1
4933,0,150882,373956,1
4934,0,150899,373973,1
4935,0,151155,374229,1
4936,0,151177,374251,1
4937,0,151433,374507,1
4938,1,151444,374518,1
4939,1,151472,374546,1
4940,1,151483,374557,1
4941,1,151502,374576,1
4942,0,151518,374592,1
4943,1,151530,374604,1
4944,1,151534,374608,1
4945,1,151609,374683,1
4946,1,151621,374695,1
4947,0,151648,374722,1
4948,0,151904,374978,1
4949,0,152160,375234,1
4950,0,152176,375250,1
4951,1,152190,375264,1
4952,0,152211,375285,1
4953,1,152220,375294,1
4954,1,152417,375491,1
4955,0,152673,375747,1
4956,1,152684,375758,1
4957,0,152703,375777,1
4958,1,152712,375786,1
4959,0,152732,375806,1
4960,0,152747,375821,1
4961,0,152769,375843,1
4962,1,152784,375858,1
4963,0,152802,375876,1
4964,1,152988,376062,1
4965,0,153008,376082,1
4966,0,153264,376338,1
4967,0,153324,376398,1
4968,0,153339,376413,1
4969,1,153360,376434,1
4970,1,153374,376448,1
4971,1,153385,376459,1
4972,1,153396,376470,1
4973,1,153413,376487,1
4974,0,153433,376507,1
4975,0,153450,376524,1
4976,0,153471,376545,1
4977,0,153488,376562,1
4978,0,153507,376581,1
4979,1,153521,376595,1
4980,1,153536,376610,1
4981,0,153792,376866,1
4982,0,153810,376884,1
4983,0,153830,376904,1
4984,0,154086,377160,1
4985,0,154259,377333,1
4986,1,154261,377335,1
4987,1,154282,377356,1
4988,0,154328,377402,1
4989,1,154388,377462,1
4990,0,154644,377718,1
4991,0,154900,377974,1
4992,0,154920,377994,1
4993,1,154927,378001,1
4994,0,155183,378257,1
4995,1,155193,378267,1
4996,1,155215,378289,1
4997,0,155471,378545,1
4998,0,155485,378559,1
4999,0,155503,378577,1
5000,0,155520,378594,1
5001,0,155543,378617,1
5002,0,155573,378647,1
5003,0,155594,378668,1
5004,0,155623,378697,1
5005,0,155879,378953,1
5006,0,155905,378979,1
5007,1,155919,378993,1
5008,0,156175,379249,1
5009,1,156282,379356,1
5010,0,156538,379612,1
5011,0,156794,379868,1
5012,0,156833,379907,1
5013,0,156850,379924,1
5014,1,156932,380006,1
5015,1,156937,380011,1
5016,1,156961,380035,1
5017,0,157217,380291,1
5018,0,157473,380547,1
5019,0,157729,380803,1
5020,0,157750,380824,1
5021,1,157756,380830,1
5022,1,157770,380844,1
5023,0,157791,380865,1
5024,0,158047,381121,1
5025,0,158063,381137,1
5026,1,158073,381147,1
5027,0,158329,381403,1
5028,1,158342,381416,1
5029,0,158359,381433,1
5030,1,158372,381446,1
5031,1,158379,381453,1
5032,1,158391,381465,1
5033,0,158409,381483,1
5034,1,158419,381493,1
5035,1,158453,381527,1
5036,0,158470,381544,1
5037,0,158726,381800,1
5038,0,158982,382056,1
5039,1,158990,382064,1
5040,1,159015,382089,1
5041,0,159271,382345,1
5042,1,159280,382354,1
5043,1,159293,382367,1
5044,1,159334,382408,1
5045,0,159352,382426,1
5046,0,159380,382454,1
5047,0,159636,382710,1
5048,0,159656,382730,1
5049,0,159676,382750,1
5050,1,159728,382802,1
5051,1,159742,382816,1
5052,0,159998,383072,1
5053,1,160010,383084,1
5054,1,160073,383147,1
5055,1,160077,383151,1
5056,1,160093,383167,1
5057,0,160119,383193,1
5058,0,160375,383449,1
5059,0,160391,383465,1
5060,1,160440,383514,1
5061,0,160456,383530,1
5062,0,160481,383555,1
5063,0,160501,383575,1
5064,0,160518,383592,1
5065,0,160538,383612,1
5066,0,160794,383868,1
5067,0,160817,383891,1
5068,1,160841,383915,1
5069,0,160865,383939,1
5070,0,160882,383956,1
5071,0,160899,383973,1
5072,0,160922,383996,1
5073,0,160945,384019,1
5074,1,160975,384049,1
5075,0,160998,384072,1
5076,0,161254,384328,1
5077,0,161281,384355,1
5078,1,161379,384453,1
5079,0,161463,384537,1
5080,1,161474,384548,1
5081,0,161730,384804,1
5082,1,161742,384816,1
5083,1,161753,384827,1
5084,0,162009,385083,1
5085,0,162026,385100,1
5086,1,162035,385109,1
5087,0,162059,385133,1
5088,1,162075,385149,1
5089,1,162088,385162,1
5090,0,162107,385181,1
5091,1,162216,385290,1
5092,0,162472,385546,1
5093,0,162499,385573,1
5094,1,162509,385583,1
5095,0,162528,385602,1
5096,0,162784,385858,1
5097,1,162795,385869,1
5098,1,162802,385876,1
5099,1,162807,385881,1
5100,0,163063,386137,1
5101,0,163319,386393,1
5102,1,163323,386397,1
5103,1,163338,386412,1
5104,0,163357,386431,1
5105,1,163371,386445,1
5106,0,163390,386464,1
5107,1,163413,386487,1
5108,0,163434,386508,1
5109,0,163690,386764,1
5110,0,163709,386783,1
5111,1,163725,386799,1
5112,0,163741,386815,1
5113,1,163751,386825,1
5114,0,163767,386841,1
5115,1,163793,386867,1
5116,0,163812,386886,1
5117,1,163860,386934,1
5118,0,163883,386957,1
5119,1,163892,386966,1
5120,0,163908,386982,1
5121,0,163933,387007,1
5122,0,164189,387263,1
5123,0,164210,387284,1
5124,0,164466,387540,1
5125,1,164483,387557,1
5126,1,164501,387575,1
5127,1,164521,387595,1
5128,0,164539,387613,1
5129,0,164795,387869,1
5130,0,164836,387910,1
5131,1,164847,387921,1
5132,1,164856,387930,1
5133,1,164879,387953,1
5134,0,165135,388209,1
5135,1,165160,388234,1
5136,1,165164,388238,1
5137,0,165195,388269,1
5138,1,165209,388283,1
5139,1,165224,388298,1
5140,0,165242,388316,1
5141,1,165250,388324,1
5142,1,165253,388327,1
5143,0,165509,388583,1
5144,1,165513,388587,1
5145,0,165533,388607,1
5146,1,165559,388633,1
5147,0,165815,388889,1
5148,0,165835,388909,1
5149,0,165857,388931,1
5150,1,165871,388945,1
5151,0,165898,388972,1
5152,1,165903,388977,1
5153,0,165918,388992,1
5154,0,165937,389011,1
5155,1,165969,389043,1
5156,0,165985,389059,1
5157,0,166002,389076,1
5158,1,166055,389129,1
5159,0,166311,389385,1
5160,1,166331,389405,1
5161,1,166350,389424,1
5162,0,166378,389452,1
5163,1,166406,389480,1
5164,1,166422,389496,1
5165,0,166678,389752,1
5166,0,166934,390008,1
5167,0,166957,390031,1
5168,0,166980,390054,1
5169,0,167003,390077,1
5170,0,167259,390333,1
5171,1,167274,390348,1
5172,1,167283,390357,1
5173,1,167334,390408,1
5174,1,167340,390414,1
5175,1,167351,390425,1
5176,1,167357,390431,1
5177,1,167366,390440,1
5178,1,167379,390453,1
5179,0,167398,390472,1
5180,0,167418,390492,1
5181,0,167436,390510,1
5182,0,167607,390681,1
5183,0,167627,390701,1
5184,0,167644,390718,1
5185,0,167662,390736,1
5186,0,167697,390771,1
5187,0,167716,390790,1
5188,0,167972,391046,1
5189,1,168016,391090,1
5190,0,168272,391346,1
5191,0,168293,391367,1
5192,0,168312,391386,1
5193,1,168318,391392,1
5194,0,168358,391432,1
5195,0,168614,391688,1
5196,0,168870,391944,1
5197,0,169126,392200,1
5198,0,169146,392220,1
5199,0,169174,392248,1
5200,1,169190,392264,1
5201,0,169205,392279,1
5202,0,169225,392299,1
5203,0,169249,392323,1
5204,0,169505,392579,1
5205,0,169523,392597,1
5206,1,169664,392738,1
5207,0,169920,392994,1
5208,1,169941,393015,1
5209,1,169950,393024,1
5210,0,169971,393045,1
5211,0,170227,393301,1
5212,0,170244,393318,1
5213,0,170260,393334,1
5214,0,170278,393352,1
5215,1,170293,393367,1
5216,1,170310,393384,1
5217,0,170334,393408,1
5218,0,170590,393664,1
5219,0,170642,393716,1
5220,1,170666,393740,1
5221,0,170915,393989,1
5222,1,170928,394002,1
5223,1,170954,394028,1
5224,0,171210,394284,1
5225,0,171297,394371,1
5226,1,171310,394384,1
5227,0,171566,394640,1
5228,0,171582,394656,1
5229,0,171838,394912,1
5230,1,172008,395082,1
5231,0,172027,395101,1
5232,1,172053,395127,1
5233,1,172063,395137,1
5234,0,172080,395154,1
5235,0,172336,395410,1
5236,0,172362,395436,1
5237,1,172376,395450,1
5238,0,172632,395706,1
5239,0,172653,395727,1
5240,0,172909,395983,1
5241,0,172929,396003,1
5242,1,172993,396067,1
5243,0,173015,396089,1
5244,0,173271,396345,1
5245,0,173527,396601,1
5246,1,173544,396618,1
5247,0,173563,396637,1
5248,0,173819,396893,1
5249,0,174075,397149,1
5250,1,174091,397165,1
